98000	0.93950	0.49867
99000	0.96417	0.79867
100000	0.96617	0.78833
101000	0.96650	0.78633
102000	0.96683	0.80467
103000	0.96733	0.81633
104000	0.96583	0.77833
105000	0.97050	0.83000
106000	0.97150	0.85067
107000	0.97133	0.83633
108000	0.97183	0.83967
109000	0.96750	0.79600
110000	0.96617	0.84033
111000	0.97017	0.81867
112000	0.97150	0.82733
113000	0.97000	0.77167
114000	0.97283	0.80833
115000	0.97183	0.85000
116000	0.97100	0.84000
117000	0.97000	0.85600
118000	0.97333	0.86267
119000	0.97167	0.86133
120000	0.97167	0.83567
121000	0.97467	0.79667
122000	0.97217	0.85600
123000	0.97467	0.85567
124000	0.97450	0.74300
125000	0.96800	0.77833
126000	0.97117	0.78367
127000	0.97400	0.84467
128000	0.97400	0.83667
129000	0.97733	0.84100
130000	0.97383	0.82833
131000	0.97067	0.83800
132000	0.97283	0.85367
133000	0.96683	0.79100
134000	0.97017	0.86433
135000	0.97100	0.78400
136000	0.97133	0.80467
137000	0.96750	0.80000
138000	0.96933	0.82867
139000	0.97583	0.86167
140000	0.96950	0.77500
141000	0.97217	0.85767
142000	0.97433	0.83267
143000	0.97483	0.80600
144000	0.97183	0.85533
145000	0.97183	0.79767
146000	0.97717	0.87900
147000	0.96950	0.83333
148000	0.97450	0.80567
149000	0.97333	0.84633
150000	0.97083	0.77900
151000	0.97267	0.84233
152000	0.97383	0.86800
153000	0.96933	0.79733
154000	0.96967	0.85167
155000	0.97200	0.83300
156000	0.97250	0.84900
157000	0.97367	0.82400
158000	0.97483	0.82400
159000	0.96767	0.69667
160000	0.96933	0.81767
161000	0.97550	0.82200
162000	0.97200	0.85833
163000	0.97383	0.82900
164000	0.97050	0.81533
165000	0.97483	0.78933
166000	0.97533	0.85867
167000	0.97683	0.79433
168000	0.96883	0.76900
169000	0.96550	0.74567
170000	0.97217	0.74867
171000	0.97017	0.74533
172000	0.97100	0.73000
173000	0.97267	0.86600
174000	0.97717	0.88000
175000	0.97033	0.84367
176000	0.97083	0.76300
177000	0.97150	0.86600
178000	0.96967	0.86700
179000	0.97133	0.82533
180000	0.97167	0.78767
181000	0.97267	0.86300
182000	0.97367	0.88300
183000	0.97250	0.84833
184000	0.97317	0.77333
185000	0.96967	0.77067
186000	0.97467	0.85267
187000	0.97400	0.78700
188000	0.97200	0.83767
189000	0.97333	0.80500
190000	0.96900	0.79000
191000	0.97633	0.84467
192000	0.97783	0.84833
193000	0.97717	0.81900
194000	0.97350	0.77833
195000	0.97383	0.76933
196000	0.97617	0.72100
197000	0.96850	0.79333
198000	0.97633	0.81967
199000	0.98083	0.89433
200000	0.98050	0.89467
201000	0.98133	0.89067
202000	0.98050	0.89800
203000	0.97850	0.89800
204000	0.98233	0.88767
205000	0.98150	0.88633
206000	0.98350	0.90067
207000	0.98233	0.86633
208000	0.98267	0.88433
209000	0.98317	0.89567
210000	0.98167	0.88800
211000	0.98433	0.89933
212000	0.98117	0.89400
213000	0.98267	0.89333
214000	0.98350	0.88633
215000	0.98050	0.87633
216000	0.98250	0.89833
217000	0.98283	0.88433
218000	0.98450	0.89233
219000	0.98283	0.87833
220000	0.98417	0.89367
221000	0.98267	0.86733
222000	0.98100	0.90333
223000	0.98233	0.89400
224000	0.98267	0.89567
225000	0.98383	0.89267
226000	0.98333	0.89133
227000	0.98150	0.88300
228000	0.98150	0.89133
229000	0.98400	0.91633
230000	0.98417	0.89367
231000	0.98050	0.89433
232000	0.98350	0.89867
233000	0.98350	0.88100
234000	0.98150	0.87200
235000	0.98250	0.88200
236000	0.98383	0.86933
237000	0.98317	0.88067
238000	0.98000	0.87500
239000	0.98267	0.89200
240000	0.98167	0.87800
241000	0.98133	0.87467
242000	0.98283	0.87167
243000	0.98383	0.85200
244000	0.98300	0.86200
245000	0.98333	0.87300
246000	0.98283	0.88500
247000	0.98133	0.88733
248000	0.98400	0.88233
249000	0.98383	0.89567
250000	0.98150	0.88100
251000	0.98250	0.90633
252000	0.98383	0.89200
253000	0.98233	0.90900
254000	0.98150	0.88333
255000	0.98300	0.89000
256000	0.98367	0.88567
257000	0.98433	0.89333
258000	0.98083	0.88867
259000	0.98000	0.89067
260000	0.98267	0.90367
261000	0.98217	0.91667
262000	0.98083	0.89200
263000	0.98267	0.90067
264000	0.98367	0.89833
265000	0.98500	0.89267
266000	0.98450	0.88400
267000	0.98217	0.89767
268000	0.98283	0.88567
269000	0.98000	0.89467
270000	0.98200	0.89233
271000	0.98233	0.88867
272000	0.98367	0.88133
273000	0.98250	0.87200
274000	0.98383	0.89033
